x,y,z,label
-0.018,-0.405,1.623,1
-0.039,-0.169,1.023,0
-0.039,-0.126,1.111,0
-0.043,-0.121,1.091,0
-0.041,-0.142,1.292,0
-0.033,-0.138,1.195,0
-0.044,-0.19,1.166,0
-0.038,-0.171,1.136,0
-0.037,-0.128,1.049,0
-0.045,-0.198,1.247,0
-0.035,-0.161,1.201,0
-0.039,-0.113,1.277,0
-0.05,-0.154,1.032,0
-0.032,-0.161,1.235,0
-0.037,-0.138,1.25,0
-0.034,-0.122,1.193,0
-0.041,-0.173,1.081,0
-0.047,-0.199,1.15,0
-0.049,-0.107,1.16,0
-0.045,-0.102,1.112,0
-0.035,-0.144,1.056,0
-0.039,-0.145,1.151,0
-0.05,-0.172,1.211,0
-0.041,-0.161,1.067,0
-0.035,-0.193,1.151,0
-0.041,-0.101,1.156,0
-0.033,-0.171,1.248,0
-0.046,-0.18,1.289,0
-0.05,-0.125,1.08,0
-0.039,-0.189,1.29,0
-0.036,-0.173,1.113,0
-0.041,-0.107,1.177,0
-0.037,-0.136,1.005,0
-0.045,-0.103,1.268,0
-0.041,-0.158,1.261,0
-0.036,-0.123,1.075,0
-0.049,-0.182,1.093,0
-0.049,-0.173,1.189,0
-0.035,-0.182,1.064,0
-0.044,-0.184,1.272,0
-0.045,-0.178,1.118,0
-0.043,-0.126,1.073,0
-0.036,-0.146,1.247,0
-0.031,-0.141,1.181,0
-0.041,-0.125,1.082,0
-0.033,-0.102,1.165,0
-0.045,-0.193,1.033,0
-0.043,-0.147,1.258,0
-0.037,-0.147,1.222,0
-0.044,-0.14,1.063,0
-0.042,-0.129,1.031,0
-0.05,-0.153,1.02,0
-0.039,-0.173,1.233,0
-0.01,-0.288,1.709,1
-0.035,-0.166,1.021,0
-0.037,-0.179,1.102,0
-0.044,-0.17,1.094,0
-0.041,-0.154,1.104,0
-0.037,-0.135,1.02,0
-0.047,-0.117,1.056,0
-0.041,-0.174,1.063,0
-0.041,-0.16,1.247,0
-0.049,-0.17,1.185,0
-0.035,-0.129,1.251,0
-0.049,-0.14,1.181,0
-0.038,-0.167,1.056,0
-0.048,-0.139,1.205,0
-0.046,-0.197,1.033,0
-0.046,-0.189,1.182,0
-0.045,-0.137,1.021,0
-0.031,-0.169,1.059,0
-0.05,-0.115,1.05,0
-0.039,-0.146,1.169,0
-0.049,-0.117,1.286,0
-0.047,-0.199,1.049,0
-0.044,-0.195,1.081,0
-0.038,-0.126,1.108,0
-0.035,-0.111,1.018,0
-0.042,-0.163,1.236,0
-0.044,-0.14,1.25,0
-0.035,-0.171,1.188,0
-0.036,-0.184,1.057,0
-0.047,-0.16,1.051,0
-0.032,-0.156,1.022,0
-0.046,-0.111,1.067,0
-0.045,-0.132,1.259,0
-0.04,-0.166,1.028,0
-0.045,-0.165,1.138,0
-0.039,-0.199,1.259,0
-0.039,-0.166,1.192,0
-0.05,0.062,0.561,1
-0.049,-0.122,1.116,0
-0.034,-0.18,1.11,0
-0.037,-0.114,1.271,0
-0.034,-0.164,1.268,0
-0.033,-0.195,1.231,0
-0.035,-0.137,1.18,0
-0.034,-0.185,1.05,0
-0.049,-0.14,1.176,0
-0.043,-0.117,1.226,0
-0.039,-0.142,1.224,0
-0.048,-0.174,1.107,0
-0.048,-0.111,1.081,0
-0.048,-0.176,1.263,0
-0.032,-0.112,1.101,0
-0.042,-0.162,1.278,0
-0.038,-0.143,1.075,0
-0.04,-0.106,1.281,0
-0.032,-0.159,1.153,0
-0.044,-0.129,1.231,0
-0.036,-0.161,1.285,0
-0.038,-0.118,1.135,0
-0.043,-0.187,1.158,0
-0.039,-0.139,1.241,0
-0.048,-0.152,1.207,0
-0.05,-0.156,1.006,0
-0.046,-0.187,1.118,0
-0.037,-0.157,1.3,0
-0.039,-0.12,1.03,0
-0.043,-0.123,1.14,0
-0.047,-0.13,1.219,0
-0.038,-0.151,1.081,0
-0.045,-0.104,1.138,0
-0.045,-0.178,1.068,0
-0.049,-0.119,1.14,0
-0.032,-0.129,1.203,0
-0.044,-0.108,1.018,0
-0.035,-0.141,1.046,0
-0.031,-0.161,1.107,0
-0.033,-0.142,1.072,0
-0.043,-0.183,1.12,0
-0.042,-0.131,1.279,0
-0.032,-0.112,1.167,0
-0.037,-0.169,1.089,0
-0.048,-0.152,1.212,0
-0.05,-0.18,1.286,0
-0.033,-0.157,1.155,0
-0.039,-0.129,1.19,0
-0.041,-0.177,1.266,0
-0.037,-0.18,1.25,0
-0.047,-0.16,1.016,0
-0.034,-0.191,1.288,0
-0.031,-0.135,1.088,0
-0.044,-0.194,1.265,0
-0.046,-0.118,1.221,0
-0.046,-0.178,1.24,0
-0.031,-0.186,1.156,0
-0.04,-0.181,1.11,0
-0.045,-0.189,1.054,0
-0.05,-0.194,1.116,0
-0.044,-0.137,1.056,0
-0.042,-0.154,1.194,0
-0.033,-0.133,1.111,0
-0.031,-0.125,1.059,0
-0.043,-0.121,1.263,0
-0.05,-0.16,1.16,0
-0.046,-0.174,1.098,0
-0.048,-0.138,1.126,0
-0.036,-0.164,1.262,0
-0.047,-0.125,1.102,0
-0.04,-0.112,1.242,0
-0.045,-0.186,1.05,0
-0.039,-0.125,1.079,0
-0.035,-0.121,1.106,0
-0.039,-0.179,1.164,0
-0.041,-0.143,1.182,0
-0.039,-0.105,1.119,0
-0.043,-0.152,1.206,0
-0.048,-0.185,1.003,0
-0.047,-0.15,1.268,0
-0.04,-0.184,1.259,0
-0.048,-0.105,1.003,0
-0.04,-0.155,1.001,0
-0.036,-0.173,1.188,0
-0.045,-0.151,1.248,0
-0.048,-0.155,1.187,0
-0.037,-0.124,1.189,0
-0.037,-0.156,1.259,0
-0.044,-0.168,1.26,0
-0.035,-0.105,1.114,0
-0.031,-0.108,1.191,0
-0.032,-0.176,1.022,0
-0.037,-0.145,1.192,0
-0.033,-0.177,1.046,0
-0.033,-0.15,1.121,0
-0.031,-0.145,1.126,0
-0.046,-0.15,1.049,0
-0.035,-0.188,1.077,0
-0.041,-0.141,1.275,0
-0.037,-0.162,1.067,0
-0.033,-0.148,1.06,0
-0.046,-0.113,1.097,0
-0.05,-0.155,1.066,0
-0.04,-0.145,1.194,0
-0.031,-0.12,1.02,0
-0.041,-0.164,1.257,0
-0.031,-0.126,1.03,0
-0.04,-0.156,1.017,0
-0.049,-0.17,1.1,0
-0.05,-0.154,1.214,0
-0.03,-0.138,1.114,0
-0.045,-0.107,1.206,0
-0.036,-0.162,1.262,0
-0.038,-0.167,1.071,0
-0.03,-0.169,1.267,0
-0.032,-0.119,1.062,0
-0.036,-0.17,1.16,0
-0.044,-0.195,1.289,0
-0.038,-0.193,1.151,0
-0.044,-0.138,1.286,0
-0.049,-0.181,1.268,0
-0.049,-0.112,1.085,0
-0.043,-0.137,1.204,0
-0.048,-0.186,1.2,0
-0.042,-0.166,1.158,0
-0.038,-0.134,1.09,0
-0.044,-0.122,1.053,0
-0.033,-0.102,1.011,0
-0.047,-0.117,1.29,0
-0.039,-0.148,1.04,0
-0.041,-0.13,1.071,0
-0.049,-0.153,1.064,0
-0.048,-0.196,1.246,0
-0.027,-0.287,1.489,1
-0.05,-0.162,1.166,0
-0.031,-0.156,1.2,0
-0.004,-0.539,1.955,1
-0.035,-0.141,1.268,0
-0.049,-0.13,1.053,0
-0.043,-0.13,1.217,0
-0.044,-0.16,1.092,0
-0.032,-0.119,1.168,0
-0.037,-0.118,1.279,0
-0.035,-0.123,1.094,0
-0.035,-0.197,1.001,0
-0.03,-0.125,1.288,0
-0.038,-0.167,1.051,0
-0.041,-0.14,1.034,0
-0.049,-0.155,1.037,0
-0.032,-0.167,1.26,0
-0.044,-0.133,1.077,0
-0.038,-0.185,1.21,0
-0.036,-0.118,1.062,0
-0.034,-0.124,1.17,0
-0.035,-0.107,1.004,0
-0.05,-0.141,1.136,0
-0.038,-0.154,1.252,0
-0.035,-0.172,1.17,0
-0.042,-0.128,1.076,0
-0.033,-0.2,1.085,0
-0.041,-0.12,1.199,0
-0.04,-0.145,1.019,0
-0.031,-0.167,1.251,0
-0.031,-0.149,1.1,0
-0.045,-0.125,1.298,0
-0.041,-0.179,1.055,0
-0.039,-0.104,1.243,0
-0.045,-0.2,1.222,0
-0.031,-0.199,1.105,0
-0.049,-0.114,1.104,0
-0.036,-0.134,1.063,0
-0.043,-0.116,1.159,0
-0.047,-0.186,1.053,0
-0.041,-0.191,1.237,0
-0.049,-0.195,1.014,0
-0.032,-0.173,1.112,0
-0.038,-0.127,1.269,0
-0.042,-0.169,1.26,0
-0.05,-0.172,1.242,0
-0.044,-0.135,1.07,0
-0.046,-0.118,1.208,0
-0.042,-0.112,1.003,0
-0.043,-0.169,1.098,0
-0.039,-0.148,1.056,0
-0.049,-0.179,1.143,0
-0.031,-0.185,1.21,0
-0.041,-0.157,1.155,0
-0.037,-0.198,1.133,0
-0.049,-0.111,1.219,0
-0.046,-0.187,1.005,0
-0.037,-0.145,1.226,0
-0.037,-0.193,1.113,0
-0.041,-0.139,1.272,0
-0.037,-0.167,1.223,0
-0.035,-0.125,1.226,0
-0.042,-0.151,1.264,0
-0.04,-0.118,1.248,0
-0.032,-0.186,1.208,0
-0.048,-0.168,1.296,0
-0.047,-0.189,1.18,0
-0.046,-0.163,1.255,0
-0.046,-0.115,1.225,0
-0.039,-0.119,1.237,0
-0.044,-0.148,1.014,0
-0.034,-0.195,1.213,0
-0.031,-0.115,1.011,0
-0.039,-0.155,1.23,0
-0.034,-0.152,1.24,0
-0.035,-0.124,1.138,0
-0.031,-0.115,1.05,0
-0.043,-0.187,1.251,0
-0.037,-0.17,1.069,0
-0.043,-0.132,1.16,0
-0.033,-0.1,1.123,0
-0.033,-0.12,1.126,0
-0.034,-0.108,1.258,0
-0.045,-0.152,1.162,0
-0.038,-0.119,1.018,0
-0.034,-0.102,1.155,0
-0.031,-0.141,1.192,0
-0.045,-0.12,1.098,0
-0.034,-0.159,1.012,0
-0.045,-0.103,1.101,0
-0.041,-0.134,1.195,0
-0.048,-0.157,1.1,0
-0.048,-0.19,1.095,0
-0.037,-0.147,1.141,0
-0.035,-0.156,1.283,0
-0.042,-0.194,1.273,0
-0.048,-0.14,1.076,0
-0.037,-0.168,1.2,0
-0.041,-0.104,1.118,0
-0.049,-0.182,1.154,0
-0.038,-0.168,1.219,0
-0.047,-0.156,1.178,0
-0.039,-0.195,1.02,0
-0.047,-0.16,1.1,0
-0.033,-0.142,1.28,0
-0.044,-0.125,1.269,0
-0.047,-0.19,1.149,0
-0.031,-0.172,1.063,0
-0.045,-0.199,1.288,0
-0.049,-0.104,1.098,0
-0.035,-0.126,1.274,0
-0.04,-0.111,1.132,0
-0.033,-0.195,1.289,0
-0.05,-0.127,1.234,0
-0.047,-0.116,1.201,0
-0.045,-0.11,1.29,0
-0.047,-0.128,1.183,0
-0.045,-0.189,1.026,0
-0.038,-0.186,1.28,0
-0.032,-0.199,1.006,0
-0.035,-0.156,1.024,0
-0.044,-0.182,1.099,0
-0.037,-0.185,1.026,0
-0.045,-0.123,1.037,0
-0.047,-0.125,1.025,0
-0.042,-0.135,1.093,0
-0.048,-0.196,1.032,0
-0.048,-0.148,1.226,0
-0.045,-0.109,1.29,0
-0.035,-0.161,1.032,0
-0.034,-0.174,1.219,0
-0.042,-0.16,1.222,0
-0.038,-0.148,1.089,0
-0.03,-0.195,1.003,0
-0.039,-0.197,1.273,0
-0.04,-0.169,1.099,0
-0.042,-0.169,1.099,0
-0.042,-0.133,1.181,0
-0.038,-0.131,1.283,0
-0.04,-0.185,1.083,0
-0.034,-0.189,1.01,0
-0.044,-0.109,1.243,0
-0.047,-0.174,1.167,0
-0.034,-0.123,1.153,0
-0.036,-0.124,1.284,0
-0.043,-0.171,1.277,0
-0.044,-0.174,1.141,0
-0.031,-0.194,1.179,0
-0.031,-0.139,1.112,0
-0.039,-0.162,1.156,0
-0.03,-0.128,1.117,0
-0.049,-0.112,1.182,0
-0.05,-0.131,1.204,0
-0.05,-0.148,1.067,0
-0.045,-0.112,1.247,0
-0.036,-0.115,1.201,0
-0.02,0.059,1.321,1
-0.044,-0.162,1.109,0
-0.045,-0.161,1.293,0
-0.035,-0.101,1.294,0
-0.041,-0.114,1.053,0
-0.041,-0.176,1.15,0
-0.046,-0.152,1.108,0
-0.044,-0.164,1.198,0
-0.041,-0.117,1.024,0
-0.041,-0.182,1.003,0
-0.049,-0.193,1.056,0
-0.048,-0.188,1.253,0
-0.047,-0.187,1.131,0
-0.036,-0.143,1.227,0
-0.04,-0.183,1.055,0
-0.039,-0.114,1.006,0
-0.043,-0.131,1.295,0
-0.032,-0.198,1.079,0
-0.034,-0.151,1.178,0
-0.042,-0.138,1.194,0
-0.045,-0.179,1.114,0
-0.044,-0.126,1.208,0
-0.035,-0.101,1.143,0
-0.034,-0.106,1.278,0
-0.035,-0.15,1.066,0
-0.032,-0.102,1.054,0
-0.035,-0.138,1.226,0
-0.049,-0.11,1.007,0
-0.045,-0.185,1.099,0
-0.049,-0.149,1.152,0
-0.042,-0.188,1.174,0
-0.03,-0.152,1.069,0
-0.037,-0.129,1.042,0
-0.032,-0.152,1.273,0
-0.037,-0.134,1.125,0
-0.033,-0.147,1.19,0
-0.032,-0.102,1.203,0
-0.032,-0.192,1.011,0
-0.032,-0.151,1.289,0
-0.046,-0.179,1.299,0
-0.041,-0.118,1.266,0
-0.035,-0.168,1.17,0
-0.03,-0.192,1.112,0
-0.034,-0.126,1.122,0
-0.049,-0.189,1.106,0
-0.044,-0.171,1.066,0
-0.048,-0.128,1.013,0
-0.037,-0.191,1.016,0
-0.043,-0.179,1.137,0
-0.047,-0.169,1.176,0
-0.048,-0.195,1.168,0
-0.036,-0.173,1.282,0
-0.049,-0.189,1.218,0
-0.043,-0.116,1.128,0
-0.048,-0.181,1.191,0
-0.035,-0.139,1.139,0
-0.047,-0.186,1.265,0
-0.046,-0.117,1.213,0
-0.042,-0.106,1.272,0
-0.034,-0.124,1.036,0
-0.034,-0.143,1.221,0
-0.041,-0.196,1.272,0
-0.04,-0.128,1.124,0
-0.044,-0.142,1.157,0
-0.042,-0.11,1.01,0
-0.048,-0.171,1.016,0
-0.04,-0.127,1.028,0
-0.036,-0.108,1.186,0
-0.033,-0.141,1.18,0
-0.031,-0.145,1.197,0
-0.039,-0.184,1.105,0
-0.04,-0.111,1.108,0
-0.037,-0.128,1.094,0
-0.05,-0.137,1.145,0
-0.033,-0.1,1.043,0
-0.047,-0.109,1.181,0
-0.033,-0.163,1.12,0
-0.036,-0.192,1.156,0
-0.047,-0.198,1.279,0
-0.049,-0.175,1.243,0
-0.046,-0.136,1.161,0
-0.035,-0.15,1.147,0
-0.049,-0.15,1.276,0
-0.031,-0.135,1.018,0
-0.042,-0.19,1.12,0
-0.05,-0.109,1.232,0
-0.04,-0.172,1.254,0
-0.036,-0.199,1.132,0
-0.035,-0.195,1.001,0
-0.048,-0.125,1.028,0
-0.047,-0.104,1.032,0
-0.043,-0.104,1.049,0
-0.039,-0.158,1.043,0
-0.035,-0.153,1.287,0
-0.031,-0.145,1.164,0
-0.044,-0.174,1.051,0
-0.05,-0.162,1.187,0
-0.034,-0.12,1.042,0
-0.036,-0.114,1.209,0
-0.039,-0.191,1.09,0
-0.038,-0.177,1.287,0
-0.039,-0.108,1.217,0
-0.03,-0.131,1.146,0
-0.043,-0.196,1.085,0
-0.048,-0.123,1.212,0
-0.042,-0.163,1.042,0
-0.039,-0.112,1.227,0
-0.031,-0.159,1.036,0
-0.046,-0.17,1.071,0
-0.045,-0.192,1.046,0
-0.037,-0.172,1.017,0
-0.033,-0.131,1.053,0
-0.045,-0.108,1.254,0
-0.04,-0.182,1.107,0
-0.032,-0.171,1.106,0
-0.04,-0.138,1.027,0
-0.04,-0.107,1.041,0
-0.046,-0.16,1.205,0
-0.033,-0.145,1.033,0
-0.044,-0.177,1.233,0
-0.035,-0.198,1.297,0
-0.041,-0.167,1.18,0
-0.043,-0.111,1.222,0
-0.038,-0.173,1.08,0
-0.037,-0.125,1.275,0
-0.042,-0.139,1.042,0
-0.042,-0.183,1.065,0
-0.042,-0.101,1.049,0
-0.035,-0.186,1.059,0
-0.036,-0.164,1.26,0
-0.036,-0.131,1.075,0
-0.031,-0.111,1.053,0
-0.031,-0.198,1.144,0
-0.033,-0.2,1.202,0
-0.047,-0.1,1.259,0
-0.044,-0.149,1.064,0
-0.049,-0.119,1.186,0
-0.047,-0.171,1.178,0
-0.048,-0.167,1.041,0
-0.03,-0.105,1.256,0
-0.035,-0.13,1.147,0
-0.043,-0.149,1.133,0
-0.048,-0.121,1.244,0
-0.047,-0.192,1.257,0
-0.045,-0.183,1.084,0
-0.042,-0.198,1.276,0
-0.042,-0.158,1.241,0
-0.039,-0.18,1.238,0
-0.04,-0.156,1.016,0
-0.047,-0.195,1.105,0
-0.035,-0.15,1.259,0
-0.049,-0.197,1.176,0
-0.031,-0.11,1.211,0
-0.037,-0.153,1.003,0
-0.03,-0.105,1.272,0
-0.04,-0.194,1.162,0
-0.034,-0.162,1.267,0
-0.039,-0.126,1.067,0
-0.03,-0.157,1.151,0
-0.03,-0.198,1.072,0
-0.04,-0.142,1.143,0
-0.048,-0.108,1.171,0
-0.033,-0.113,1.13,0
-0.037,-0.191,1.156,0
-0.038,-0.188,1.008,0
-0.042,-0.189,1.231,0
-0.042,-0.122,1.143,0
-0.043,-0.173,1.08,0
-0.043,-0.166,1.078,0
-0.044,-0.144,1.253,0
-0.091,-0.214,1.507,1
-0.038,-0.117,1.164,0
-0.038,-0.181,1.271,0
-0.049,-0.19,1.04,0
-0.046,-0.114,1.168,0
-0.039,-0.199,1.196,0
-0.034,-0.159,1.054,0
-0.038,-0.168,1.233,0
-0.045,-0.153,1.114,0
-0.032,-0.179,1.087,0
-0.044,-0.113,1.209,0
-0.049,-0.104,1.126,0
-0.035,-0.168,1.151,0
-0.042,-0.163,1.031,0
-0.045,-0.165,1.217,0
-0.044,-0.192,1.291,0
-0.038,-0.168,1.044,0
-0.047,-0.182,1.027,0
-0.037,-0.175,1.258,0
-0.037,-0.108,1.233,0
-0.043,-0.17,1.093,0
-0.058,-0.038,1.181,1
-0.03,-0.177,1.117,0
-0.037,-0.164,1.247,0
-0.039,-0.123,1.144,0
-0.033,-0.193,1.188,0
-0.049,-0.16,1.286,0
-0.042,-0.193,1.167,0
-0.045,-0.138,1.025,0
-0.033,-0.139,1.261,0
-0.038,-0.105,1.059,0
-0.032,-0.148,1.255,0
-0.038,-0.13,1.151,0
-0.033,-0.127,1.236,0
-0.04,-0.179,1.196,0
-0.048,-0.135,1.209,0
-0.049,-0.143,1.228,0
-0.034,-0.179,1.03,0
-0.041,-0.147,1.224,0
-0.05,-0.171,1.139,0
-0.038,-0.161,1.237,0
-0.042,-0.187,1.052,0
-0.036,-0.158,1.281,0
-0.037,-0.165,1.254,0
-0.036,-0.128,1.079,0
-0.043,-0.166,1.07,0
-0.038,-0.101,1.254,0
-0.036,-0.131,1.251,0
-0.043,-0.168,1.139,0
-0.049,-0.197,1.153,0
-0.032,-0.172,1.154,0
-0.041,-0.108,1.018,0
-0.043,-0.15,1.201,0
-0.04,-0.17,1.182,0
-0.032,-0.101,1.014,0
-0.045,-0.103,1.099,0
-0.047,-0.152,1.052,0
-0.04,-0.15,1.181,0
-0.045,-0.186,1.276,0
-0.041,-0.163,1.175,0
-0.03,-0.192,1.234,0
-0.041,-0.13,1.086,0
-0.032,-0.18,1.095,0
-0.03,-0.133,1.172,0
-0.05,-0.147,1.121,0
-0.043,-0.131,1.143,0
-0.041,-0.14,1.001,0
-0.008,-0.278,0.772,1
-0.032,-0.171,1.007,0
-0.043,-0.112,1.111,0
-0.05,-0.172,1.051,0
-0.04,-0.133,1.122,0
-0.043,-0.123,1.299,0
-0.045,-0.19,1.061,0
-0.044,-0.118,1.213,0
-0.042,-0.192,1.165,0
-0.048,-0.183,1.032,0
-0.032,-0.122,1.113,0
-0.044,-0.179,1.151,0
-0.032,-0.168,1.146,0
-0.045,-0.198,1.221,0
-0.044,-0.162,1.046,0
-0.032,-0.138,1.186,0
-0.031,-0.13,1.001,0
-0.045,-0.127,1.129,0
-0.034,-0.122,1.286,0
-0.039,-0.145,1.151,0
-0.033,-0.159,1.199,0
-0.063,0.074,0.833,1
-0.043,-0.134,1.115,0
-0.049,-0.11,1.245,0
-0.034,-0.199,1.224,0
-0.046,-0.151,1.135,0
-0.041,-0.148,1.087,0
-0.034,-0.111,1.046,0
-0.041,-0.19,1.072,0
-0.039,-0.142,1.264,0
-0.021,-0.281,1.431,1
-0.034,-0.167,1.169,0
-0.034,-0.121,1.298,0
-0.043,-0.104,1.145,0
-0.036,-0.167,1.117,0
-0.033,-0.12,1.215,0
-0.049,-0.144,1.087,0
-0.005,-0.295,0.987,1
-0.032,-0.147,1.031,0
-0.036,-0.124,1.269,0
-0.036,-0.177,1.07,0
-0.049,-0.135,1.099,0
-0.037,-0.155,1.015,0
-0.042,-0.138,1.006,0
-0.049,-0.132,1.292,0
-0.038,-0.199,1.284,0
-0.044,-0.175,1.235,0
-0.037,-0.109,1.101,0
-0.031,-0.102,1.12,0
-0.048,-0.118,1.204,0
-0.036,-0.171,1.279,0
-0.038,-0.183,1.173,0
-0.032,-0.175,1.221,0
-0.04,-0.133,1.158,0
-0.041,-0.19,1.158,0
-0.039,-0.166,1.164,0
-0.05,-0.166,1.097,0
-0.047,-0.155,1.169,0
-0.049,-0.19,1.136,0
-0.042,-0.126,1.002,0
-0.035,-0.18,1.028,0
-0.034,-0.115,1.154,0
-0.04,-0.185,1.253,0
-0.048,-0.159,1.071,0
-0.038,-0.111,1.15,0
-0.031,-0.125,1.24,0
-0.039,-0.106,1.148,0
-0.047,-0.2,1.031,0
-0.031,-0.155,1.222,0
-0.047,-0.122,1.158,0
-0.031,-0.112,1.067,0
-0.046,-0.182,1.11,0
-0.04,-0.176,1.069,0
-0.045,-0.197,1.161,0
-0.033,-0.13,1.128,0
-0.041,-0.138,1.048,0
-0.041,-0.167,1.062,0
-0.003,-0.209,0.71,1
-0.033,-0.194,1.043,0
-0.036,-0.105,1.003,0
-0.049,-0.106,1.235,0
-0.039,-0.173,1.162,0
-0.03,-0.159,1.211,0
-0.049,-0.168,1.069,0
-0.037,-0.156,1.005,0
-0.043,-0.151,1.225,0
-0.036,-0.179,1.048,0
-0.048,-0.153,1.254,0
-0.032,-0.161,1.106,0
-0.045,-0.136,1.094,0
-0.033,-0.174,1.266,0
-0.041,-0.144,1.085,0
-0.032,-0.141,1.247,0
-0.035,-0.1,1.268,0
-0.044,-0.111,1.121,0
-0.036,-0.164,1.282,0
-0.04,-0.158,1.11,0
-0.033,-0.11,1.194,0
-0.038,-0.171,1.263,0
-0.043,-0.123,1.203,0
-0.04,-0.103,1.245,0
-0.048,-0.103,1.11,0
-0.032,-0.174,1.171,0
-0.05,-0.123,1.268,0
-0.049,-0.127,1.257,0
-0.04,-0.181,1.216,0
-0.042,-0.115,1.084,0
-0.036,-0.192,1.295,0
-0.043,-0.116,1.28,0
-0.048,-0.189,1.248,0
-0.047,-0.175,1.159,0
-0.038,-0.13,1.021,0
-0.03,-0.183,1.052,0
-0.045,-0.174,1.237,0
-0.049,-0.108,1.014,0
-0.045,-0.112,1.06,0
-0.04,-0.165,1.105,0
-0.046,-0.173,1.29,0
-0.033,-0.182,1.047,0
-0.036,-0.165,1.171,0
-0.045,-0.158,1.164,0
-0.032,-0.149,1.173,0
-0.047,-0.186,1.023,0
-0.041,-0.184,1.197,0
-0.037,-0.134,1.118,0
-0.034,-0.118,1.045,0
-0.048,-0.19,1.078,0
-0.044,0.011,0.768,1
-0.039,-0.163,1.22,0
-0.032,-0.112,1.247,0
-0.038,-0.125,1.029,0
-0.046,-0.158,1.045,0
-0.05,-0.2,1.238,0
-0.031,-0.147,1.27,0
-0.035,-0.186,1.095,0
-0.047,-0.145,1.296,0
-0.043,-0.114,1.25,0
-0.038,-0.18,1.235,0
-0.039,-0.118,1.181,0
-0.034,-0.12,1.202,0
-0.035,-0.123,1.279,0
-0.04,-0.181,1.017,0
-0.047,-0.158,1.293,0
-0.034,-0.102,1.206,0
-0.045,-0.173,1.189,0
-0.031,-0.138,1.234,0
-0.032,-0.122,1.124,0
-0.048,-0.176,1.187,0
-0.032,-0.108,1.264,0
-0.042,-0.113,1.194,0
-0.047,-0.181,1.029,0
-0.046,-0.148,1.045,0
-0.033,-0.172,1.116,0
-0.05,-0.1,1.235,0
-0.048,-0.112,1.221,0
-0.041,-0.194,1.068,0
-0.047,-0.169,1.099,0
-0.032,-0.134,1.214,0
-0.034,-0.193,1.11,0
-0.039,-0.152,1.135,0
-0.038,-0.376,1.058,1
-0.047,-0.102,1.015,0
-0.049,-0.17,1.139,0
-0.033,-0.15,1.021,0
-0.036,-0.158,1.187,0
-0.031,-0.124,1.083,0
-0.047,-0.197,1.216,0
-0.043,-0.16,1.297,0
-0.047,-0.133,1.297,0
-0.033,-0.189,1.275,0
-0.03,-0.149,1.114,0
-0.033,-0.157,1.173,0
-0.046,-0.153,1.071,0
-0.04,-0.146,1.192,0
-0.045,-0.149,1.024,0
-0.037,-0.16,1.031,0
-0.045,-0.169,1.03,0
-0.039,-0.165,1.158,0
-0.041,-0.116,1.23,0
-0.038,-0.182,1.096,0
-0.033,-0.101,1.227,0
-0.047,-0.103,1.279,0
-0.035,-0.158,1.297,0
-0.036,-0.191,1.098,0
-0.032,-0.118,1.05,0
-0.036,-0.122,1.171,0
-0.047,-0.182,1.182,0
-0.046,-0.163,1.07,0
-0.033,-0.19,1.278,0
-0.043,-0.178,1.276,0
-0.035,-0.185,1.26,0
-0.032,-0.158,1.153,0
-0.048,-0.192,1.078,0
-0.037,-0.119,1.198,0
-0.033,-0.185,1.144,0
-0.034,-0.156,1.069,0
-0.035,-0.135,1.151,0
-0.034,-0.113,1.091,0
-0.044,-0.123,1.143,0
-0.036,-0.11,1.202,0
-0.046,-0.138,1.059,0
-0.034,-0.145,1.136,0
-0.039,-0.108,1.003,0
-0.041,-0.102,1.202,0
-0.032,-0.121,1.098,0
-0.039,-0.185,1.04,0
-0.032,-0.187,1.039,0
-0.043,-0.128,1.205,0
-0.037,-0.141,1.017,0
-0.046,-0.134,1.207,0
-0.03,-0.116,1.28,0
-0.039,-0.149,1.15,0
-0.034,-0.107,1.288,0
-0.034,-0.153,1.289,0
-0.031,-0.123,1.105,0
-0.044,-0.188,1.184,0
-0.034,-0.1,1.021,0
-0.041,-0.159,1.142,0
-0.08,-0.352,0.574,1
-0.047,-0.144,1.286,0
-0.047,-0.196,1.087,0
-0.037,-0.133,1.015,0
-0.048,-0.119,1.25,0
-0.035,-0.145,1.117,0
-0.031,-0.165,1.079,0
-0.048,-0.134,1.016,0
-0.04,-0.133,1.096,0
-0.043,-0.168,1.288,0
-0.04,-0.153,1.167,0
-0.048,-0.114,1.103,0
-0.049,-0.107,1.242,0
-0.043,-0.109,1.247,0
-0.037,-0.131,1.04,0
-0.04,-0.123,1.13,0
-0.042,-0.134,1.052,0
-0.039,-0.171,1.015,0
-0.042,-0.161,1.245,0
-0.033,-0.126,1.112,0
-0.048,-0.126,1.142,0
-0.042,-0.143,1.192,0
-0.044,-0.16,1.044,0
-0.009,-0.574,0.64,1
-0.04,-0.193,1.253,0
-0.045,-0.157,1.233,0
-0.042,-0.187,1.266,0
-0.041,-0.13,1.239,0
-0.045,-0.109,1.179,0
-0.04,-0.116,1.136,0
-0.048,-0.173,1.072,0
-0.049,-0.135,1.077,0
-0.035,-0.173,1.103,0
-0.049,-0.179,1.02,0
-0.042,-0.105,1.181,0
-0.042,-0.15,1.284,0
-0.037,-0.13,1.29,0
-0.066,-0.262,0.977,1
-0.049,-0.148,1.186,0
-0.034,-0.17,1.13,0
